url,type
http://freesoftpage.de/download-server/viewcategory/9-office-programme.html,defacement
en.wikipedia.org/wiki/Ohio_State_Route_115,benign
funatoz.com/wallpapers/Zokkomon,benign
yelp.com/biz/windmill-farms-produce-san-ramon,benign
sickadangulf-llc.com,phishing
http://au.amazon-ap.com/ca7eccb83cb6260bbae85fcbd80ae3b1/,phishing
freepages.genealogy.rootsweb.ancestry.com/~jganis/unionco/newspapers1881-1889.html,benign
kokondo.com/adam_garber.html,benign
metacafe.com/topics/alexandra_lamy/,benign
http://www.eurofrutticolasud.it/it.feed?type=rss,defacement
http://www.nephotography.com.au/weddings,defacement
isearch.com/searching.php?qloc=&showForm=name&qname=Yanic+Truesdale&refer=3338,benign
wn.com/Communes_of_France,benign
linkedin.com/in/davetomello,benign
myspace.com/happy_lil_elf,benign
publishing.cdlib.org/ucpressebooks/view?docId=ft2t1nb1rw&chunk.id=nsd0e3370&toc.id=endnotes&brand=ucpress,benign
http://www.alorenademalaga.com/index.php/sala-de-prensa/recetario,defacement
http://torcache.net/torrent/C6578C97AA1476689B2E89247BE53FC927B73D88.torrent?title=[kickass.to]moms.night.out.2014.french.subforced.bdrip.xvid.venum,benign
http://dedhxx.com/Index.asp,defacement
erisalaw.blogspot.com/2011/05/cigna-v-amara-supreme-court-recognizes.html,benign
http://www.kamasua.com.br/index.php?option=com_virtuemart&page=shop.browse&category_id=56&Itemid=128,defacement
twitvid.com/SOPYM,benign
http://noticias.uol.com.br/album/2013/07/15/naufragio-do-navio-costa-concordia.htm?fotoNavId=pr438feeac03d37c4428ca91188cf159f20150512,benign
http://virgiliogomes.com/restaurantes.1,defacement
myweb.cableone.net/%7Eelk330/Websites/ElksLodgeWebPages.html,benign
namesdatabase.com/schools/US/CA/Oakland/Holy%20Names%20High%20School,benign
mapsof.net/novo-mesto,benign
youtube.com/watch?v=9P2biTV5EnY,benign
huliq.com/38364/it-s-a-holiday-hoedown-for-heartland-men-s-chorus,benign
delafont.com/music_acts/clint-black.htm,benign
bulletexpress.com/,benign
mitzvahmarket.com/vendor-directory/entertainment-djsmusicband/interactive-entertainment-concepts-2/,benign
http://www.tortasprimor.cl/index.html,defacement
http://www.skshu.com.cn/products/shopping.aspx,defacement
http://jmrsl.net/index.php?option=com_jevents&task=day.listevents&year=2013&month=02&day=14&Itemid=111,defacement
http://soothingpainrelief.com/index.php?option=com_content&view=article&id=18,defacement
legacy.com/obituaries/pottsmerc/obituary.aspx?n=carl-e-conrad&pid=147963903,benign
reunion.com/qc/montreal/,benign
videodiva.com/erika-1.html,benign
liamoneill.com/,benign
http://www.photoremote.de/en/faq/1-PhotoRemote/40-kann-ich-photoremote-von-der-konsole-cmd-steuern,defacement
needphotographe.com/photos_page1.html,benign
http://benchmarkms.com/projects/churches/album/1/13,defacement
unonewsnet.blogspot.com/2011/05/canada-announces-roster-for-2011.html,benign
rottentomatoes.com/m/fair-game-2010/,benign
familytrees.genopro.com/362697/,benign
norcalshinty.com/dunsmuir2007/dunsmuir2007.html,benign
http://www.tvprefeito.com/2012/index.php/acao-politica/1773-escova-e-pasta-de-dente-serao-incluidas-em-listas-de-material-escolar.html,defacement
basketball-reference.com/players/r/rushka01.html,benign
watchgamefilm.com/,benign
wiki.answers.com/Q/Why_was_the_jacques_cartier_bridge_named_after_jacques_cartier,benign
bestcomedyonline.net/comedian-biographies,benign
jonespoultry.com/store.html,benign
expedia.com/Tallahassee-Hotels-Cabot-Lodge-Thomasville-Road.h49619.Hotel-Information,benign
kdl.kyvl.org/static/drf/drf1940s/drf1940s_KUK-drf1949060801.html,benign
http://nesn.com/2015/05/patriots-sign-kevin-hughes-announce-kyle-arrington-fred-davis-moves/,benign
http://www.xpj5988.com/skin/css/cn.css;jsessionid=A77C20A90C6790855CB2882AD06183ED,malware
connect.in.com/bud-anderson/biography-44575.html,benign
dailymotion.com/video/xm813g_council-3rd-ward_news,benign
midlandkc.com/rental.php,benign
sonajiraoshikshanvamanavvikassevabhavisanstha.org,phishing
http://virginiabeachautobody.com/index.php?option=com_content&view=article&id=56&Itemid=63,defacement
imaginealbany.com/,benign
http://www.allaroundrental.com/index.php?option=com_virtuemart&Itemid=54,defacement
http://olx.ro/i2/electronice-si-electrocasnice/laptop-calculator/mouse-tastaturi/gtm.start,benign
aspenlakehouse.com/,benign
http://www.tomaspaulik.cz/co-delam,defacement
http://www.prismpgh.org/component/events/index.html?task=view_day&year=2013&month=01&day=03,defacement
http://www.zruby.sk/index.php/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy56cnVieS5zay9pbmRleC5waHAvZHJldm9kb215LXJhamVjLXNyby1tYWlubWVudS02NS8xMDc3LW5vdmUtYWtjaW92ZS16cnVieS12LXBvbnVrZQ==,defacement
mediagallery.usatoday.com/Indianapolis+Colts,benign
http://chinesevie.com/index.php?option=com_content&view=article&id=105&Itemid=130&lang=en,malware
people.famouswhy.com/allen_schick/,benign
http://stackoverflow.com/questions/1628563/move-the-most-recent-commits-to-a-new-branch-with-git,benign
http://www.amexcompany.com.br/index.php?option=com_content&view=article&id=53&Itemid=69,defacement
lipwalklyrics.com/lyrics/437573-scaterdfew-lightsout.html,benign
atwater-lausd-ca.schoolloop.com/cms/page_view?d=x&piid=&vpid=1262503322724,benign
itunes.apple.com/gb/album/wonderful-life-single/id459112890,benign
http://avesis.nl/nieuws/141-barco-pd.html,defacement
eiknougfy.xanga.com/651207167/odd-things-to-see-washington-dc/,benign
bluesinthedigitalage.wordpress.com/2011/01/27/tbs-and-the-town-of-sackville-present-international-blues-challenge-winner-grady-champion-band-mississippi-saturday-feb-5-9-pm-georges-roadhouse/,benign
helloneighbour.com/save/paul-gregoire-ltee-lighting-sales-and-service-sainte-catherine,benign
http://www.recipesfirst.com//wp-content/,phishing
http://burkinasaracanarias.org/es.pdf?view=article&catid=40:noticias&id=72:primavera-solidaria,defacement
http://www.javadoplant.com/es.html?start=20,defacement
pitchtext.com,phishing
http://www.shekinahphotography.co.za/index.php?option=com_content&view=article&id=19:hire-me&catid=3:news&Itemid=55,defacement
dog.halfbirthdayproducts.com,malware
whosdatedwho.com/sections/celebrities/first-name/Tyler,benign
fortunecity.com/roswell/leadbeater/44/gunter.htm,benign
city-data.com/city/Lakeside-California.html,benign
matronics.com/archive/archive-get.cgi?RV-Archive.digest.vol-da,benign
usaa.com-inet-true-auth-secured-checking-home.ozinta.com.au,phishing
geosharing-project.org/,benign
youtube.com/watch?v=PbDmfDeb178,benign
theenergycollective.com/nathan-wilson/63007/brc-offers-strategy-today-s-nuclear-waste-deadlocked-tomorrow-s,benign
wn.com/Turkish_language,benign
http://www.vink-bioproducts.nl/wp-admin/js/WellsFargo/visa.html,phishing
campaignmoney.com/political/contributions/james-malatesta.asp?cycle=08,benign
masslabs.co.ke,phishing
investcom.com/cgi-bin/nameindustry/symbolsearch.cgi?ID=1&string=RGX&exact=yes&sym=yes,benign
http://espn.go.com/racing/nascar/story/_/id/12878977/kasey-kahne-crew-chief-know-all-star-race-matters-nascar,benign
bayareacrawlspace.com/,benign
http://boroska.ru/index.php?option=com_phocaguestbook&view=phocaguestbook&id=1&Itemid=4&limitstart=200,defacement
forums.aws.amazon.com/thread.jspa?threadID=9873&tstart=30,benign
http://syosetu.com/searchuser/search/index.php?name1st=%E3%81%BB&all=1&all2=1&all3=1&all4=1&p=11,benign
sfsignal.com/archives/2009/08/mind-meld-the-most-intelligent-films-of-science-fiction/,benign
knbr.fantasysportsmatrix.com/users/rod-brooks,benign
bbb.org/east-texas/business-reviews/auto-dealers-used-cars/jeff-buie-used-cars-in-tyler-tx-10001294,benign
spokesman.com/stories/2011/jul/27/pino-rock-spokane-shock-line/,benign
wu-jing.org/happenings/archives/785-Donnie-Yen-Dedicates-Legend-of-Chen-Zhen-to-Bruce-Lee.html,benign
http://www.stephendamen.com.au/portfolio/weddings/other-wedding-items.html,defacement
http://www.speyerseminar.de/cms/index.php?option=com_content&view=article&id=157&Itemid=249,defacement
linkedin.com/pub/dir/+/Hartsook,benign
imagine.gsfc.nasa.gov/docs/ask_astro/answers/970830.html,benign
linkedin.com/directory/people/hymel-2.html,benign
http://clinicavisualiza.com/es/nuestros-servicios/consulta-oftalmologica.html,defacement
jdmprestigememorabilia.com/,benign
bbmov.com/thread-49752-1-1.html,benign
saxxon.com.au,phishing
pskush.5gbfree.com,phishing
morawel.com/toc3.html,benign
http://www.secomi-travel.ro/index.php?option=com_content&view=category&layout=blogcatalog&id=287&Itemid=140,defacement
mylife.com/romaingladu,benign
archive.org/stream/registersofberwi01berw/registersofberwi01berw_djvu.txt,benign
homepage.newschool.edu/~het/schools/cambridge.htm,benign
teamsupport.serverlux.me,phishing
http://www.lafavoritacb.com/index.php?option=com_content&view=article&id=96:fabrfieltro&catid=43:articulos&Itemid=74,defacement
roamingtimes.com/companyprofiles/countrycoach.asp,benign
theettingerreport.com/Palestinian-Issue/The-Root-Cause-of-the-Arab-Israeli-Conflict.aspx,benign
findagrave.com/cgi-bin/fg.cgi?page=gr&GSln=Lantz&GSfn=Walter&GSbyrel=in&GSdyrel=in&GSob=n&GRid=1597&,benign
myspace.com/wallsong,benign
http://www.originalvolunteers.co.uk/destinations/peru-cuzco.html,defacement
abebooks.co.uk/Association-Footballers-1935-1936-Cigarette-Card-Album/93491444/bd,benign
http://seekingalpha.com/article/3173116-chevron-vs-exxon-mobil-setting-the-dividend-growth-record-straight,benign
familytreemaker.genealogy.com/users/i/p/p/Daniel-Ippersiel/WEBSITE-0001/UHP-Index.html,benign
associatedcontent.com/article/8070323/week_11_preview_dallas_vigilantes_at.html,benign
ohiocardsblog.wordpress.com/2009/08/14/former-reds-friday-tony-perez-1977-topps-reds-expos-and-cloth/,benign
examiner.com/classic-movies-in-national/classic-films-focus-singin-the-rain-1952-review,benign
blog.sfgate.com/inoakland/2011/10/29/occupy-oakland-protesters-plan-to-march-on-the-port-during-strike/,benign
myspace.com/ruidasilva,benign
en.wikipedia.org/wiki/Bank_of_Africa,benign
openlibrary.org/books/OL17482129M/p%C3%A9nise,benign
billhicks.org/,benign
http://www.userp.org.br/index.php?option=com_zoo&view=category&Itemid=59,defacement
http://www.cvoaccent.nl/index.php?option=com_content&view=article&id=15&Itemid=72,defacement
canada.com/sports/Molson+Stadium+like+Berkley+without+weird+aromas/5630769/story.html,benign
hellotrade.com/suppliers?ss=rudraksha+mala,benign
fanpix.net/gallery/aline-towne-pictures.htm,benign
http://nesn.com/2015/01/bruins-hurricanes-live-boston-ends-weekend-back-to-back-in-carolina/,benign
http://www.school91.kiev.ua/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zY2hvb2w5MS5raWV2LnVhL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTIxOToyMDEyLTEwLTI2LTEwLTIwLTQ2JmNhdGlkPTM4OjIwMTAtMTAtMDktMTUtNTYtMzkmSXRlbWlkPTU3,defacement
facebook.com/people/Shawn-Callaway/1392227460,benign
suffrage-universel.be/be/bepa01.htm,benign
metrolyrics.com/israel-houghton-lyrics.html,benign
music.yahoo.com/budapest-klezmer-band/,benign
http://manola-souvanlasy.com/index.php?option=com_content&view=article&id=102:lharmonie-du-corps-et-de-lesprit-selon-la-medecine-chinoise-lart-de-vivre-en-bonne-sante&catid=47:conference&Itemid=61,defacement
daylife.com/topic/Ella_Baker,benign
http://uproxx.com/tv/2015/05/amy-schumer-makes-fun-of-all-those-male-geared-beer-commercials-with-a-new-parody-ad/,benign
interceder.net/topic/Andre-Campbell,benign
northstarshockey.com/numbers.htm,benign
http://www.brigitte-koischwitz.de/index.php?option=com_tag&task=tag&tag=bestseller,defacement
facebook.com/cowboysandaliens?sk=app_252738558073411,benign
http://www.adiaripapereria.com/wp-content/,phishing
youtube.com/watch?v=2LSuS9fsLB4,benign
http://aljazeera.net/news/survey/2015/5/7/%D8%A8%D8%B1%D8%B4%D9%84%D9%88%D9%86%D8%A9-%D9%88%D8%B1%D9%8A%D8%A7%D9%84-%D9%85%D8%AF%D8%B1%D9%8A%D8%AF-%D9%85%D9%86-%D8%A7%D9%84%D8%A3%D8%AC%D8%AF%D8%B1-%D8%A8%D8%A7%D9%84%D9%81%D9%88%D8%B2,benign
en.wikipedia.org/wiki/Cry_Wolf_(2005_film),benign
http://olx.ro/i2/casa-gradina/mobila-decoratiuni/baie/casa-gradina/mobila-decoratiuni/baie,benign
zimbio.com/Marshon+Brooks/connections,benign
wiki.answers.com/Q/FAQ/2071-35,benign
paperbacknovel.com/novels/cone.htm,benign
cityskaterentals.com/,benign
topfamousbiography.com/biography/13996/john_coffee_hays_biography.html,benign
ezinearticles.com/?Kansas-Jayhawks-College-Football-Team-History-and-News&id=1722302,benign
123people.ca/s/chantal+vincent,benign
http://teamgorillas.com/index.php?view=dayview&id=22&day=23&month=1&year=2013&option=com_fastball&Itemid=85,defacement
youtube.com/watch?v=sWRDk4SHHrc,benign
http://www.abesprev.com.br/templatenew1/index.php/cooperativa-menuprincipal-83.html,defacement
scripophily.stores.yahoo.net/newyorcenand.html,benign
departmentstoremuseum.blogspot.com/2010/12/t-eaton-co-ltd-montreal-pq-canada.html,benign
grok.lsu.edu/Article.aspx?articleId=15411,benign
myeugene.org/2011/10/20/fifth-street-public-market-hosts-10th-annual-harvest-festival-oct-20-31/,benign
cohenfitch.com/,benign
twitlonger.com/show/97tvri,benign
virtualtourist.com/travel/North_America/Canada/Province_of_Quebec/Longueuil-907150/Things_To_Do-Longueuil-TG-C-1.html,benign
streema.com/radios/Jazz_91_KCSM,benign
http://www.iesceciliojimenez.es/index.php?option=com_content&view=section&id=7&Itemid=65,defacement
en.wikipedia.org/wiki/Sonny_With_a_Chance,benign
peypal.fr.secure-ameli.com,phishing
easyridegolfcars.com,phishing
http://kidscentrale.nl/index.php?option=com_jevents&task=year.listevents&year=2013&month=02&day=02&Itemid=20,defacement
music.yahoo.com/richard-dobson/,benign
http://9779.info/%E5%8A%A8%E7%89%A9%E7%93%9C%E5%AD%90%20%E8%B4%B4%E7%94%BB/,malware
neymeziat.com.br,phishing
http://www.cvoaccent.nl/index.php?option=com_content&view=article&id=71&Itemid=118,defacement
http://zozo.jp/shop/ameliermajesticlegon/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,benign
baycitizen.org/law/story/former-city-administrator-loses-gender/,benign
vitals.com/doctors/Dr_Thomas_C_Oneil.html,benign
youtube.com/watch?v=hGFy_CwA5hk,benign
youtube.com/watch?v=orkioiWT-zM,benign
myspace.com/irmaosmakossa,benign
http://www.norzwebmarketing.com/it/glossario/search-engine-optimization?tmpl=component&print=1&page=,defacement
horse-games.org/Pony_Dress_Up.html,benign
dedarcondicionado.com.br,phishing
wvny.titantv.com/,benign
http://techcrunch.com/video/anthony-and-alex-chat-before-startup-alley-2/518805849/,benign
music.msn.com/music/album/alejandro-sanz/no-es-lo-mismo.6/,benign
dot7.state.pa.us/TravelerInformation/,benign
espn.go.com/blog/nfcwest/post/_/id/49663/luckwatch-bradford-trade-considerations,benign
metrolyrics.com/nothingface-lyrics.html,benign
mylife.com/c-2169204657,benign
123people.com/s/ms.+cynthia+l+wood,benign
http://www.suttoncoldfieldearlyyearsforum.co.uk/index.php?option=com_sobi2&sobi2Task=sobi2Details&catid=0&sobi2Id=10&Itemid=53,defacement
rmainc.com/,benign
nndb.com/people/089/000063897/,benign
callmeshell.blogspot.com/2010_08_01_archive.html,benign
http://olx.co.id/i2/kantor-industri/peralatan-kantor/alat-absensi/kantor-industri/peralatan-kantor/alat-absensi,benign
pipl.com/directory/people/James/Arnot,benign
youtube.com/watch?v=1PWQzyQlTWc,benign
thepeerage.com/p36465.htm,benign
http://www.prismpgh.org/index.html,defacement
http://www.fredhopper.com/index.php?option=com_content&view=category&id=58&Itemid=83,defacement
http://www.twocircles.co.uk/index.php?option=com_content&view=article&id=50&Itemid=55,defacement
en.wikipedia.org/wiki/Ghoul_(disambiguation),benign
en.wikipedia.org/wiki/Bill_Torrey,benign
forumjar.com/list/865,benign
myhelpers.redeportal.info,phishing
http://wikimapia.org/32988101/ru/%D0%9A%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9-%D0%BA%D0%BB%D1%83%D0%B1-%C2%AB%D0%A2%D0%B0%D0%BB%D0%B8%D1%81%D0%BC%D0%B0%D0%BD%C2%BB,benign
mutvsports.com/category/mens-basketball/,benign
louisville.edu/admissions/,benign
http://nypost.com/2015/05/05/celebs-are-obsessed-with-sleek-braids-and-statement-manis/,benign
kindreviews.com/05/charles-kush-medicine-on-the-hill/,benign
hrc.org/issues/marriage/,benign
wwar.com/masters/n/nesbitt-lowell.html,benign
melbay.com/authors.asp?author=1206,benign
freepages.genealogy.rootsweb.ancestry.com/~daysgoneby/i2.htm,benign
trulia.com/property/3033030515-3280-California-St-Oakland-CA-94602,benign
chordie.com/chord.pere/getsome.org/guitar/olga/chordpro/b/Daniel.Belanger/LaFolieEnQuatre.chopro,benign
http://www.borlangedance.se/index.php?option=com_hwdphotoshare&task=rate&photoid=25&rating=4,defacement
http://9779.info/%E9%B1%BC%E7%9A%84%E7%BB%98%E7%94%BB%E4%BD%9C%E5%93%81/,malware
twitter.com/GregRusedski1,benign
giantbomb.com/ico-and-shadow-of-the-colossus-the-collection/61-32696/,benign
http://www.liceorutigliano.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5saWNlb3J1dGlnbGlhbm8uY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTEyNTpsaW5ndWlzdGljbyZjYXRpZD01NzpsaW5ndWlzdGljbyZJdGVtaWQ9NjU=,defacement
http://abc.go.com/shows/general-hospital/episode-guide/2015-05/07-thursday-may-7-2015,benign
4shared.com/video/2UoaMr6x/HSP_HeySayJump-ing_Tour_08-09_.htm,benign
http://www.pi4wag.nl/index.php/veronalgemeen,defacement
fightvideomma.com/2011/07/rob-kimmons-vs-brendan-seguin-fight.html,benign
music.aol.com/artist/gary-strange,benign
manta.com/c/mm2jcnx/utah-league-of-credit-unions,benign
nationsencyclopedia.com/canada/Alberta-to-Nova-Scotia/British-Columbia.html,benign
ebay.com/itm/2007-TORONTO-FC-SCHEDULE-INAUGURAL-SEASON-/130589530961,benign
razoo.com/story/Playworks-Education,benign
richielevitan.com/,benign
south-africa-take-away-menu.com/,benign
quod.lib.umich.edu/cgi/t/text/text-idx?c=micounty;cc=micounty;rgn=main;view=text;idno=BAD0918.0001.001,benign
richardgattie.000webhostapp.com,phishing
bookrags.com/biography/ai-dlb/,benign
music.yahoo.com/bilz/,benign
scores.espn.go.com/nfl/recap?gameId=271230007,benign
foreverloveheysayjump.blogspot.com/2010/02/htrf-hitomi-no-screen-pv-making.html,benign
barraclou.com/rail/slr/index.html,benign
http://www.onlinesbi.digital,phishing
horizonvillagefla.com/,benign
kcphotoblog.com/index.php?showimage=39,benign
http://www.feuerwehr-treuenbrietzen.de/index.php?option=com_peoplebook&Itemid=3&func=fullview&staffid=10000046&search=LOWER(name)+LIKE+'%'&previous_field=name&previous_term=&search_status=%&search_category=%&sort_field=&sort_order=,defacement
insiderpages.com/b/15241963748/kezr-fm-radio-mix-1065-san-jose,benign
http://vencerelcancer.org/pdf/comite/en-GB/abe27de4102bdaba12c3436bafa3d6d0/webscr.htm,phishing
users6.nofeehost.com/tejeda/94.html,benign
allaboutjazz.com/php/musician.php?id=7642,benign
archmodule.com/archmodule/default/results/1824006,benign
orbitz.com/hotels/United_States--OH/Lima.hd18720/,benign
scribd.com/doc/29248031/1997-Pontiac-Grand-Prix-Owners-Manual,benign
temptalia.com/mac-nicki-minaj-pink-friday-lipstick,benign
http://www.blogmywine.com/templates/Fashionable/Styles/brown.css,malware
members.shaw.ca/kcic1/vcrecipients.html,benign
cineflixpostproductionscreening.com/,benign
yalepress.yale.edu/yupbooks/book.asp?isbn=9780300113938,benign
mylife.com/c-177914784,benign
lostmoviesarchive.com/movie.php?id=905,benign
amazon.com/Disney-Pooh-Musical-Mobile-Delightful/dp/B000W7O7DM,benign
voicechasers.com/database/showprod.php?prodid=90,benign
cinemale.com/new/guest/movieinfo.asp?MovieName=Flesh+Gordon+Meets+the+Cosmic+Cheerleaders,benign
essencecomercial.com,phishing
http://udn.com/news/story/7264/898584-%E9%81%8A%E6%AD%90%E9%81%87%E5%B0%8F%E9%AE%AE%E8%82%89-%E6%9D%8E%E4%BD%B3%E7%8E%B2%E5%BF%8D%E7%97%9B%E6%8B%92%E5%98%97,benign
linkedin.com/pub/charles-e-gregory-cipp/14/803/279,benign
oimtuttrakhand.com,phishing
http://allrecipes.com/Recipe/Grandmothers-Buttermilk-Cornbread/Detail.aspx?evt19=1&referringHubId=1,benign
http://pastehtml.com/view/beblk33zp.html,phishing
http://www.aibek.kz/index.php/the-news/3-newsflash/163--internet-explorer-,defacement
organizedwisdom.com/Cipro/wt/med,benign
http://www.weekendacquerello.it/it.feed?type=atom,defacement
classmates.com/directory/school/Armstrong%20High%20School?org=12374,benign
mylife.com/zip-codes/b3-46585/,benign
dbpedia.org/page/Teacher,benign
msupress.msu.edu/bookTemplate.php?bookID=2865,benign
thefreelibrary.com/Tiger+Bay+win+a+shoot-out+with+Pentwyn.-a0162913842,benign
http://www.cuartoestudio.com/caminodecruces.html,defacement
kurzweilai.net/forums/topic/scientist-claims-link-between-solar-cycles-and-human-calamity,benign
triniradio.net/,benign
blackcountryhistory.org/collections/search/?cb_ipp=15&cb_img_only=1&fq%5Bdc.subject%5D%5B%5D=Railways&q=bushbury&cb_submit=Search,benign
sportsnetwork.com/merge/tsnform.aspx?c=sportsnetwork&page=cbask/news/news.aspx?id=4451440,benign
timelines.com/1754/5/28/battle-of-jumonville-glen,benign
absoluteastronomy.com/topics/Eric_Johnson_(actor),benign
http://www.proagroin.org/es.html,defacement
http://www.kristall-zell.at/index.php/en/unser-haus.html,defacement
yardbarker.com/nba/players/Kareem_Rush/22812,benign
rootsweb.ancestry.com/~neperkin/wilson.htm,benign
linkedin.com/pub/misty-copeland/13/470/229,benign
nydailynews.com/topics/Lionel+Messi,benign
http://www.homestretchfurniture.com/index.php?option=com_content&view=article&id=12&Itemid=5,defacement
ontheradio.net/kljc,benign
ford-wiki.com/wiki/Robert_McNamara,benign
http://thx-big-stupid-noob.w.interia.pl/,phishing
http://www.uspenie.info/component/content/article/90-nool/488-osvyashhenie.html,defacement
prsearch.com/minnesota/st_louis.htm,benign
twitter.com/eliastoufexis,benign
http://www.e-bizafrica.co.za/index.php?option=com_content&view=article&id=54&Itemid=58,defacement
in-and-around-columbus.com/,benign
hindustantimes.com/Don-2-top-priority-in-India/Article1-724947.aspx,benign
onlineworldofwrestling.com/profiles/l/legionnaires.html,benign
articles.sfgate.com/2008-09-08/bay-area/17156579_1_aids-epidemic-city-s-gay-community-gay-plague,benign
findagrave.com/cgi-bin/fg.cgi?page=sh&GRid=5172988&,benign
librarything.com/bookaward/Rogers+Writers%27+Trust+Fiction+Prize+Shortlist,benign
groups.yahoo.com/group/chelebi/,benign
theglobeandmail.com/news/opinions/article852597.ece,benign
mtlurb.com/forums/showthread.php/15148-Bell-Canada-FTTH-(Fiber-to-the-home),benign
http://www.creuzadema.net/deandre/index.php?option=com_content&view=article&id=507&Itemid=1620,defacement
actorvijay.net/,benign
vitals.com/doctors/Dr_Paul_Mcdougal.html,benign
en.wikipedia.org/wiki/Thigmotactic_(album),benign
fabpedigree.com/pedix/peix68.htm,benign
mahalo.com/kansas-city-chiefs/,benign
lescegeps.com/programmes_techniques/techniques_administratives/410b0_techniques_de_comptabilite_et_de_gestion,benign
http://tunein.com/radio/CHOM-977-s31168/15480783/ca-pub-1542925551861702/StationLeader,benign
brulesrules.com/,benign
crownpoint.com/artists/176/about-artist,benign
gpcrush.com/guiltilypleasured/2011/09/06/video-adamrussoxxx-jessiecolterxxx-making-out-at-cocktails-w-the-stars/,benign
baseball-almanac.com/teamstats/schedule.php?y=1987&t=CHN,benign
myspace.com/crooklynclan,benign
qc.allpages.com/montreal/health-medical/health-and-medical-centers/index-3.html,benign
aol.sportingnews.com/ncaa-basketball/team-schedule/287/kansas-jayhawks,benign
http://chinesevie.com/index.php?option=com_content&view=section&id=9&Itemid=55&lang=en,malware
ah.st-andrews.ac.uk/staff/jeremy.html,benign
twitter.com/VickyBennett,benign
joshuaadamsband.com/,benign
ftvdb.bfi.org.uk/sift/title/611991,benign
192.com/atoz/people/wood/robert/,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E6%89%8B%E5%B7%A5%E7%B2%98%E8%B4%B4%E7%94%BB%E6%95%99%E6%A1%88/,malware
wordiq.com/definition/CFCF,benign
710kcmo.com/,benign
http://www.intercredit.lt/en/about-us/principles-and-values,defacement
newgrounds.com/collection/madness,benign
fighthype.com/pages/content10931.html,benign
nfl.com/gamecenter/2010103103/2010/REG8/bills@chiefs,benign
accesshollywood.com/universal-studios,benign
seattletimes.nwsource.com/html/nationworld/2013730242_apyedeaths.html,benign
http://www.compdata.ca/catalog/index.php?cPath=1&osCsid=6cac36e2b02ab752210cb17decc8b2ff,malware
http://jalopnik.com/amtrak-chose-not-to-deluge-penn-station-during-hurrican-1197457572/templates/closure/,benign
lyndweb.com/,benign
http://diply.com/ilovemydog/puppies-are-little-troublemakers-in-a-cute-cloak/119633,benign
keystonekingpins.com/,benign
http://www.backundgastrowelt.de/index.html,defacement
greencarcongress.com/2011/11/shell-20111105.html,benign
whosdatedwho.com/tpx_42207/mark-curry/,benign
http://babal.net/downloads_details/535/VA---100-minutes-of-lounge-Music-Vol.-1-2014,benign
http://www.fondazioneunivaq.it/chi-siamo/fondatori-e-partecipanti.1,defacement
scribd.com/doc/55706753/Cfl-Lessons-Learned-Web,benign
artandpopularculture.com/1965,benign
nlsa.ehosting.ca/?p=6213,benign
clientes.cloudland.cl,phishing
http://distractify.com/post/related/id/5526d47f4a0c4bc363fed7af/skip/10/limit/10/back/0,benign
youtube.com/watch?v=zH2wxPbj5IQ,benign
http://www.abertosp.com/index.php?option=com_content&view=article&id=181&Itemid=106,defacement
collidach.co.uk,malware
defense.gov/news/newsarticle.aspx?id=54095,benign
economicexpert.com/a/Municipalities:of:Veracruz.html,benign
http://www.clinicatecma.es/index.php/tratamiento-del-sobrepeso-y-la-obesidad,defacement
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E3%82%A2%E3%83%8B%E3%83%A1%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FusKeS9ooGFlJKqnF+devil+beasts+5+%23ero+%23douga+%23agesage,benign
http://lifehacker.com/5893589/get-better-hotel-deals-with-this-hotwire-and-priceline-negotiating-strategy,benign
http://www.ekn-online.de/index.php?option=com_content&view=article&id=132&Itemid=74,defacement
http://www.yunti.net/zh_photo.asp?id=4,defacement
ilstatehouse.com/house.htm,benign
http://www.cleanreputation.mobi/index.php?option=com_content&view=article&id=47:fix-reputation&Itemid=56,defacement
burbankjobs.com/,benign
vrak.tv.websitetrafficspy.com/,benign
billburmaster.com/rmsandw/missouri/interstate/35mo.html,benign
linkedin.com/directory/people/cherciu.html,benign
http://www.malsaker.nu/slottet/bertas-cafe/2-bertas-cafe,defacement
http://www.compdata.ca/catalog/index.php?cPath=21&osCsid=edea58b7722c5dd572fe064b42eb2b27,malware
christiebookz.info/michael-abrashs-graphics-programming-black-book-special-edition-michael-abrash-download-read-buy-online/,benign
en.wikipedia.org/wiki/WKKI,benign
http://www.proagroin.org/es/proyectos/proyectos.html?tmpl=component&print=1&page=,defacement
http://www.fancygaptourism.com/things-to-do/recreation/17,defacement
tjrmerch.com/tjr/,benign
